alx			I	L	Alatil
aly			I	L	Alyawarr
alz			I	L	Alur
ama			I	L	Amanayé
amb			I	L	Ambo
amc			I	L	Amahuaca
amd			I	L	Amapá Creole
ame			I	L	Yanesha'
amf			I	L	Hamer-Banna
amg			I	L	Amarag
amh	amh	am	I	L	Amharic
ami			I	L	Amis
amj			I	L	Amdang
amk			I	L	Ambai
aml			I	L	War
amm			I	L	Ama (Papua New Guinea)
amn			I	L	Amanab
amo			I	L	Amo
amp			I	L	Alamblak
amq			I	L	Amahai
amr			I	L	Amarakaeri
ams			I	L	Amami-Oshima, Southern
amt			I	L	Amto
amu			I	L	Amuzgo, Guerrero
amv			I	L	Ambelau
amw			I	L	Western Neo-Aramaic
amx			I	L	Anmatyerre
amy			I	L	Ami
amz			I	L	Atampaya
ana			I	E	Andaqui
anb			I	E	Andoa
anc			I	L	Ngas
and			I	L	Ansus
ane			I	L	Xârâcùù
anf			I	L	Animere
ang	ang		I	H	English, Old (ca.450-1100)
anh			I	L	Nend
ani			I	L	Andi
anj			I	L	Anor
ank			I	L	Goemai
anl			I	L	Anu
anm			I	L	Anal
ann			I	L	Obolo
ano			I	L	Andoque
anp	anp		I	L	Angika
anq			I	L	Jarawa (India)
anr			I	L	Andh
ans			I	E	Anserma
ant			I	L	Antakarinya
anu			I	L	Anuak
anv			I	L	Denya
anw			I	L	Anaang
anx			I	L	Andra-Hus
any			I	L	Anyin
anz			I	L	Anem
aoa			I	L	Angolar
aob			I	L	Abom
aoc			I	L	Pemon
aod			I	L	Andarum
aoe			I	L	Angal Enen
aof			I	L	Bragat
aog			I	L	Angoram
aoh			I	E	Arma
aoi			I	L	Anindilyakwa
aoj			I	L	Mufian
aok			I	L	Arhö
aol			I	L	Alor
aom			I	L	Ömie
aon			I	L	Arapesh, Bumbita
aor			I	L	Aore
aos			I	L	Taikat
aot			I	L	A'tong
aox			I	L	Atorada
aoz			I	L	Uab Meto
apb			I	L	Sa'a
apc			I	L	Arabic, North Levantine Spoken
apd			I	L	Arabic, Sudanese Spoken
ape			I	L	Bukiyip
apg			I	L	Ampanang
aph			I	L	Athpariya
api			I	L	Apiacá
apj			I	L	Apache, Jicarilla
apk			I	L	Apache, Kiowa
apl			I	L	Apache, Lipan
apm			I	L	Apache, Mescalero-Chiricahua
apn			I	L	Apinayé
apo			I	L	Apalik
app			I	L	Apma
apq			I	L	A-Pucikwar
apr			I	L	Arop-Lukep
aps			I	L	Arop-Sissano
apt			I	L	Apatani
apu			I	L	Apurinã
apw			I	L	Apache, Western
apx			I	L	Aputai
apy			I	L	Apalaí
apz			I	L	Safeyoka
aqc			I	L	Archi
aqg			I	L	Arigidi
aqm			I	L	Atohwaim
aqn			I	L	Alta, Northern
aqp			I	E	Atakapa
aqr			I	L	Arhâ
ara	ara	ar	M	L	Arabic
arb			I	L	Arabic, Standard
arc	arc		I	A	Aramaic
ard			I	L	Arabana
are			I	L	Arrarnta, Western
arf			I	L	Arafundi
arg	arg	an	I	L	Aragonese
arh			I	L	Arhuaco
ari			I	L	Arikara
arj			I	L	Arapaso
ark			I	L	Arikapú
arl			I	L	Arabela
arn	arn		I	L	Araucanian
aro			I	L	Araona
arp	arp		I	L	Arapaho
arq			I	L	Arabic, Algerian Spoken
arr			I	L	Karo (Brazil)
ars			I	L	Arabic, Najdi Spoken
aru			I	E	Arua
arv			I	L	Arbore
arw	arw		I	L	Arawak
arx			I	L	Aruá
ary			I	L	Arabic, Moroccan Spoken
arz			I	L	Arabic, Egyptian Spoken
asa			I	L	Asu (Tanzania)
asb			I	L	Assiniboine
asc			I	L	Asmat, Casuarina Coast
asd			I	L	Asas
ase			I	L	American Sign Language
asf			I	L	Australian Sign Language
asg			I	L	Cishingini
ash			I	E	Abishira
asi			I	L	Buruwai
asj			I	L	Nsari
ask			I	L	Ashkun
asl			I	L	Asilulu
asm	asm	as	I	L	Assamese
asn			I	L	Asuriní, Xingú
aso			I	L	Dano
asp			I	L	Algerian Sign Language
asq			I	L	Austrian Sign Language
asr			I	L	Asuri
ass			I	L	Ipulo
ast	ast		I	L	Asturian; Bable
asu			I	L	Asuriní
asv			I	L	Asoa
asw			I	L	Australian Aborigines Sign Language
asx			I	L	Muratayak
asy			I	L	Asmat, Yaosakor
asz			I	L	As
ata			I	L	Pele-Ata
atb			I	L	Zaiwa
atc			I	E	Atsahuaca
atd			I	L	Manobo, Ata
ate			I	L	Atemble
atf			I	L	Atuence
atg			I	L	Ivbie North-Okpela-Arhe
ati			I	L	Attié
atj			I	L	Atikamekw
atk			I	L	Ati
atl			I	L	Agta, Mt. Iraya
atm			I	L	Ata
atn			I	L	Ashtiani
ato			I	L	Atong
atp			I	L	Atta, Pudtol
atq			I	L	Aralle-Tabulahan
atr			I	L	Atruahí
ats			I	L	Gros Ventre
att			I	L	Atta, Pamplona
atu			I	L	Reel
atv			I	L	Altai, Northern
atw			I	L	Atsugewi
atx			I	L	Arutani
aty			I	L	Aneityum
atz			I	L	Arta
aua			I	L	Asumboa
auc			I	L	Waorani
aud			I	L	Anuta
aue			I	L	=/Kx'au//'ein
aug			I	L	Aguna
auh			I	L	Aushi
aui			I	L	Anuki
auj			I	L	Awjilah
auk			I	L	Heyo
aul			I	L	Aulua
aum			I	L	Asu (Nigeria)
aun			I	L	One, Molmo
auo			I	E	Auyokawa
aup			I	L	Makayam
auq			I	L	Anus
aur			I	L	Aruek
aut			I	L	Austral
auu			I	L	Auye
auv			I	L	Auvergnat
auw			I	L	Awyi
aux			I	L	Aurá
auy			I	L	Awiyaana
auz			I	L	Arabic, Uzbeki Spoken
ava	ava	av	I	L	Avaric
avb			I	L	Avau
avd			I	L	Alviri-Vidari
ave	ave	ae	I	A	Avestan
avi			I	L	Avikam
avl			I	L	Arabic, Eastern Egyptian Bedawi Spoken
avn			I	L	Avatime
avo			I	L	Agavotaguerra
avs			I	E	Aushiri
avt			I	L	Au
avu			I	L	Avokaya
avv			I	L	Avá-Canoeiro
awa	awa		I	L	Awadhi
awb			I	L	Awa
awc			I	L	Acipa, Western
awe			I	L	Awetí
awh			I	L	Awbono
awi			I	L	Aekyom
awk			I	E	Awabakal
awm			I	L	Arawum
awn			I	L	Awngi
awo			I	L	Awak
awr			I	L	Awera
aws			I	L	Awyu, South
awt			I	L	Araweté
awu			I	L	Awyu, Central
awv			I	L	Awyu, Jair
aww			I	L	Awun
awx			I	L	Awara
awy			I	L	Awyu, Edera
axb			I	E	Abipon
axg			I	E	Arára, Mato Grosso
axk			I	L	Yaka (Central African Republic)
axm			I	H	Armenian, Middle
axx			I	L	Xaragure
aya			I	L	Awar
ayb			I	L	Gbe, Ayizo
ayc			I	L	Aymara, Southern
ayd			I	L	Ayabadhu
aye			I	L	Ayere
ayg			I	L	Ginyanga
ayh			I	L	Arabic, Hadrami Spoken
ayi			I	L	Leyigha
ayk			I	L	Akuku
ayl			I	L	Arabic, Libyan Spoken
aym	aym	ay	M	L	Aymara
ayn			I	L	Arabic, Sanaani Spoken
ayo			I	L	Ayoreo
ayp			I	L	Arabic, North Mesopotamian Spoken
ayq			I	L	Ayi (Papua New Guinea)
ayr			I	L	Aymara, Central
ays			I	L	Ayta, Sorsogon
ayt			I	L	Ayta, Bataan
ayu			I	L	Ayu
ayx			I	L	Ayi (China)
ayy			I	E	Ayta, Tayabas
ayz			I	L	Mai Brat
azb			I	L	Azerbaijani, South
aze	aze	az	M	L	Azerbaijani
azg			I	L	Amuzgo, San Pedro Amuzgos
azj			I	L	Azerbaijani, North
azm			I	L	Amuzgo, Ipalapa
azo			I	L	Awing
azr			I	L	Adzera
azt			I	L	Atta, Faire
azz			I	L	Nahuatl, Highland Puebla
baa			I	L	Babatana
bab			I	L	Bainouk-Gunyuño
bac			I	L	Badui
bae			I	E	Baré
baf			I	L	Nubaca
bag			I	L	Tuki
bah			I	L	Bahamas Creole English
baj			I	L	Barakai
bak	bak	ba	I	L	Bashkir
bal	bal		M	L	Baluchi
bam	bam	bm	I	L	Bambara
ban	ban		I	L	Balinese
bao			I	L	Waimaha
bap			I	L	Bantawa
bar			I	L	Bavarian
bas	bas		I	L	Basa (Cameroon)
bau			I	L	Bada (Nigeria)
bav			I	L	Vengo
baw			I	L	Bambili-Bambui
bax			I	L	Bamun
bay			I	L	Batuley
baz			I	L	Tunen
bba			I	L	Baatonum
bbb			I	L	Barai
bbc			I	L	Batak Toba
bbd			I	L	Bau
bbe			I	L	Bangba
bbf			I	L	Baibai
bbg			I	L	Barama
bbh			I	L	Bugan
bbi			I	L	Barombi
bbj			I	L	Ghomálá'
bbk			I	L	Babanki
bbl			I	L	Bats
bbm			I	L	Babango
bbn			I	L	Uneapa
bbo			I	L	Bobo Madaré, Northern
bbp			I	L	Banda, West Central
bbq			I	L	Bamali
bbr			I	L	Girawa
bbs			I	L	Bakpinka
bbt			I	L	Mburku
bbu			I	L	Kulung (Nigeria)
bbv			I	L	Karnai
bbw			I	L	Baba
bbx			I	L	Bubia
bby			I	L	Befang
bbz			I	L	Arabic, Babalia Creole
bca			I	L	Bai, Central
bcb			I	L	Bainouk-Samik
bcc			I	L	Balochi, Southern
bcd			I	L	Babar, North
bce			I	L	Bamenyam
bcf			I	L	Bamu
bcg			I	L	Baga Binari
bch			I	L	Bariai
bci			I	L	Baoulé
bcj			I	L	Bardi
bck			I	L	Bunaba
bcl			I	L	Bicolano, Central
bcm			I	L	Bannoni
bcn			I	L	Bali (Nigeria)
bco			I	L	Kaluli
bcp			I	L	Bali (Democratic Republic of Congo)
bcq			I	L	Bench
bcr			I	L	Babine
bcs			I	L	Kohumono
bct			I	L	Bendi
bcu			I	L	Awad Bing
bcv			I	L	Shoo-Minda-Nye
bcw			I	L	Bana
bcx			I	L	Pamona
bcy			I	L	Bacama
bcz			I	L	Bainouk-Gunyaamolo
bda			I	L	Bayot
bdb			I	L	Basap
bdc			I	L	Emberá-Baudó
bdd			I	L	Bunama
bde			I	L	Bade
bdg			I	L	Bonggi
bdh			I	L	Baka (Sudan)
bdi			I	L	Burun
bdj			I	L	Bai
bdk			I	L	Budukh
bdl			I	L	Bajau, Indonesian
bdm			I	L	Buduma
bdn			I	L	Baldemu
bdo			I	L	Bernde
bdp			I	L	Bende
bdq			I	L	Bahnar
bdr			I	L	Bajau, West Coast
bds			I	L	Burunge
bdt			I	L	Bokoto
bdu			I	L	Oroko
bdv			I	L	Bodo Parja
bdw			I	L	Baham
bdx			I	L	Budong-Budong
bdy			I	L	Bandjalang
bdz			I	L	Badeshi
bea			I	L	Beaver
beb			I	L	Bebele
bec			I	L	Iceve-Maci
bed			I	L	Bedoanas
bee			I	L	Byangsi
bef			I	L	Benabena
beg			I	L	Belait
beh			I	L	Biali
bei			I	L	Bekati'
bej	bej		I	L	Beja
bek			I	L	Bebeli
bel	bel	be	I	L	Belarusian
bem	bem		I	L	Bemba (Zambia)
ben	ben	bn	I	L	Bengali
beo			I	L	Beami
bep			I	L	Besoa
beq			I	L	Beembe
bes			I	L	Besme
bet			I	L	Béte, Guiberoua
beu			I	L	Blagar
bev			I	L	Bété, Daloa
bew			I	L	Betawi
bex			I	L	Jur Modo
bey			I	L	Beli (Papua New Guinea)
bez			I	L	Bena (Tanzania)
bfa			I	L	Bari
bfb			I	L	Bareli, Pauri
bfc			I	L	Bai, Northern
bfd			I	L	Bafut
bfe			I	L	Betaf
bff			I	L	Bofi
bfg			I	L	Kayan, Busang
bfh			I	L	Blafe
bfi			I	L	British Sign Language
bfj			I	L	Bafanji
bfk			I	L	Ban Khor Sign Language
bfl			I	L	Banda-Ndélé
bfm			I	L	Mmen
bfn			I	L	Bunak
bfo			I	L	Birifor, Malba
bfp			I	L	Beba
bfq			I	L	Badaga
bfr			I	L	Bazigar
bfs			I	L	Bai, Southern
bft			I	L	Balti
bfu			I	L	Gahri
bfw			I	L	Bondo
bfy			I	L	Bagheli
bfz			I	L	Pahari, Mahasu
bga			I	L	Gwamhi-Wuri
bgb			I	L	Bobongko
bgc			I	L	Haryanvi
bgd			I	L	Bareli, Rathwi
bge			I	L	Bauria
bgf			I	L	Bangandu
bgg			I	L	Bugun
bgh			I	L	Bogan
bgi			I	L	Giangan
bgj			I	L	Bangolan
bgk			I	L	Bit
bgl			I	L	Bo (Laos)
bgm			I	L	Baga Mboteni
bgn			I	L	Balochi, Western
bgo			I	L	Baga Koga
bgp			I	L	Balochi, Eastern
bgq			I	L	Bagri
bgr			I	L	Chin, Bawm
bgs			I	L	Tagabawa
bgt			I	L	Bughotu
bgu			I	L	Mbongno
bgv			I	L	Warkay-Bipim
bgw			I	L	Bhatri
bgx			I	L	Balkan Gagauz Turkish
bgy			I	L	Benggoi
bgz			I	L	Banggai
bha			I	L	Bharia
bhb			I	L	Bhili
bhc			I	L	Biga
bhd			I	L	Bhadrawahi
bhe			I	L	Bhaya
bhf			I	L	Odiai
bhg			I	L	Binandere
bhh			I	L	Bukharic
bhi			I	L	Bhilali
bhj			I	L	Bahing
bhk			I	L	Bicolano, Albay
bhl			I	L	Bimin
bhm			I	L	Bathari
bhn			I	L	Bohtan Neo-Aramaic
bho	bho		I	L	Bhojpuri
bhp			I	L	Bima
bhq			I	L	Tukang Besi South
bhr			I	L	Malagasy, Bara
bhs			I	L	Buwal
bht			I	L	Bhattiyali
bhu			I	L	Bhunjia
bhv			I	L	Bahau
bhw			I	L	Biak
bhx			I	L	Bhalay
bhy			I	L	Bhele
bhz			I	L	Bada (Indonesia)
bia			I	L	Badimaya
bib			I	L	Bissa
bic			I	L	Bikaru
bid			I	L	Bidiyo
bie			I	L	Bepour
bif			I	L	Biafada
big			I	L	Biangai
bii			I	L	Bisu
bij			I	L	Vaghat-Ya-Bijim-Legeri
bik	bik		M	L	Bikol
bil			I	L	Bile
bim			I	L	Bimoba
bin	bin		I	L	Bini
bio			I	L	Nai
bip			I	L	Bila
biq			I	L	Bipi
bir			I	L	Bisorio
bis	bis	bi	I	L	Bislama
bit			I	L	Berinomo
biu			I	L	Biete
biv			I	L	Birifor, Southern
biw			I	L	Kol (Cameroon)
bix			I	L	Bijori
biy			I	L	Birhor
biz			I	L	Baloi
bja			I	L	Budza
bjb			I	E	Banggarla
bjc			I	L	Bariji
bjd			I	L	Bandjigali
bje			I	L	Biao-Jiao Mien
bjf			I	L	Barzani Jewish Neo-Aramaic
bjg			I	L	Bidyogo
bjh			I	L	Bahinemo
bji			I	L	Burji
bjj			I	L	Kanauji
bjk			I	L	Barok
bjl			I	L	Bulu (Papua New Guinea)
bjm			I	L	Bajelani
bjn			I	L	Banjar
bjo			I	L	Banda, Mid-Southern
bjq			I	L	Malagasy, Southern Betsimisaraka
bjr			I	L	Binumarien
bjs			I	L	Bajan
bjt			I	L	Balanta-Ganja
bju			I	L	Busuu
bjv			I	L	Bedjond
bjw			I	L	Bakwé
bjx			I	L	Itneg, Banao
bjy			I	E	Bayali
bjz			I	L	Baruga
bka			I	L	Kyak
bkb			I	L	Finallig
bkc			I	L	Baka (Cameroon)
bkd			I	L	Binukid
bke			I	L	Bengkulu
bkf			I	L	Beeke
bkg			I	L	Buraka
bkh			I	L	Bakoko
bki			I	L	Baki
bkj			I	L	Pande
bkk			I	L	Brokskat
bkl			I	L	Berik
bkm			I	L	Kom (Cameroon)
bkn			I	L	Bukitan
bko			I	L	Kwa'
bkp			I	L	Boko (Democratic Republic of Congo)
bkq			I	L	Bakairí
bkr			I	L	Bakumpai
bks			I	L	Sorsogon, Masbate
bkt			I	L	Boloki
bku			I	L	Buhid
bkv			I	L	Bekwarra
bkw			I	L	Bekwil
bkx			I	L	Baikeno
bky			I	L	Bokyi
bkz			I	L	Bungku
bla	bla		I	L	Siksika
blb			I	L	Bilua
blc			I	L	Bella Coola
bld			I	L	Bolango
ble			I	L	Balanta-Kentohe
blf			I	L	Buol
blg			I	L	Balau
blh			I	L	Kuwaa
bli			I	L	Bolia
blj			I	L	Bolongan
blk			I	L	Karen, Pa'o
bll			I	E	Biloxi
blm			I	L	Beli (Sudan)
bln			I	L	Bicolano, Southern Catanduanes
blo			I	L	Anii
blp			I	L	Blablanga
blq			I	L	Baluan-Pam
blr			I	L	Blang
bls			I	L	Balaesang
blt			I	L	Tai Dam
blu			I	L	Hmong Njua
blv			I	L	Bolo
blw			I	L	Balangao
blx			I	L	Ayta, Mag-Indi
bly			I	L	Notre
blz			I	L	Balantak
bma			I	L	Lame
bmb			I	L	Bembe
bmc			I	L	Biem
bmd			I	L	Baga Manduri
bme			I	L	Limassa
bmf			I	L	Bom
bmg			I	L	Bamwe
bmh			I	L	Kein
bmi			I	L	Bagirmi
bmj			I	L	Bote-Majhi
bmk			I	L	Ghayavi
bml			I	L	Bomboli
bmm			I	L	Malagasy, Northern Betsimisaraka
bmn			I	E	Bina (Papua New Guinea)
bmo			I	L	Bambalang
bmp			I	L	Bulgebi
bmq			I	L	Bomu
bmr			I	L	Muinane
bms			I	L	Kanuri, Bilma
bmt			I	L	Biao Mon
bmu			I	L	Burum-Mindik
bmv			I	L	Bum
bmw			I	L	Bomwali
bmx			I	L	Baimak
bmy			I	L	Bemba (Democratic Republic of Congo)
bmz			I	L	Baramu
bna			I	L	Bonerate
bnb			I	L	Bookan
bnc			I	L	Bontoc, Central
bnd			I	L	Banda (Indonesia)
bne			I	L	Bintauna
bnf			I	L	Masiwang
bng			I	L	Benga
bnh			I	L	Banawá
bni			I	L	Bangi
bnj			I	L	Tawbuid, Eastern
bnk			I	L	Bierebo
bnl			I	L	Boon
bnm			I	L	Batanga
bnn			I	L	Bunun
bno			I	L	Bantoanon
bnp			I	L	Bola
bnq			I	L	Bantik
bnr			I	L	Butmas-Tur
bns			I	L	Bundeli
bnu			I	L	Bentong
bnv			I	L	Bonerif
bnw			I	L	Bisis
bnx			I	L	Bangubangu
bny			I	L	Bintulu
bnz			I	L	Beezen
boa			I	L	Bora
bob			I	L	Boni
boc			I	L	Kenyah, Bakung
bod	bod	bo	I	L	Tibetan
boe			I	L	Mundabli
bof			I	L	Bolon
bog			I	L	Bamako Sign Language
boh			I	L	Boma
boi			I	E	Barbareño
boj			I	L	Anjam
bok			I	L	Bonjo
bol			I	L	Bole
bom			I	L	Berom
bon			I	L	Bine
boo			I	L	Bozo, Tièma Cièwè
bop			I	L	Bonkiman
boq			I	L	Bogaya
bor			I	L	Borôro
bos	bos	bs	I	L	Bosnian
bot			I	L	Bongo
bou			I	L	Bondei
bov			I	L	Tuwuli
bow			I	E	Rema
box			I	L	Buamu
boy			I	L	Bodo (Central African Republic)
boz			I	L	Bozo, Tiéyaxo
bpa			I	L	Dakaka
bpb			I	E	Barbacoas
bpd			I	L	Banda-Banda
bpg			I	L	Bonggo
bph			I	L	Botlikh
bpi			I	L	Bagupi
bpj			I	L	Binji
bpk			I	L	Orowe
bpl			I	L	Broome Pearling Lugger Pidgin
bpm			I	L	Biyom
bpn			I	L	Dzao Min
bpo			I	L	Anasi
bpp			I	L	Kaure
bpq			I	L	Malay, Banda
bpr			I	L	Blaan, Koronadal
bps			I	L	Blaan, Sarangani
bpt			I	L	Barrow Point
bpu			I	L	Bongu
bpv			I	L	Marind, Bian
bpw			I	L	Bo (Papua New Guinea)
bpx			I	L	Bareli, Palya
bpy			I	L	Bishnupriya
bpz			I	L	Bilba
bqa			I	L	Tchumbuli
bqb			I	L	Bagusa
bqc			I	L	Boko (Benin)
bqd			I	L	Bung
bqe			I	L	Basque, Navarro-Labourdin
bqf			I	E	Baga Kaloum
bqg			I	L	Bago-Kusuntu
bqh			I	L	Baima
bqi			I	L	Bakhtiari
bqj			I	L	Bandial
bqk			I	L	Banda-Mbrès
bql			I	L	Bilakura
bqm			I	L	Wumboko
bqn			I	L	Bulgarian Sign Language
bqo			I	L	Balo
bqp			I	L	Busa
bqq			I	L	Biritai
bqr			I	L	Burusu
bqs			I	L	Bosngun
bqt			I	L	Bamukumbit
bqu			I	L	Boguru
bqv			I	L	Begbere-Ejar
bqw			I	L	Buru (Nigeria)
bqx			I	L	Baangi
bqy			I	L	Bali Sign Language
bqz			I	L	Bakaka
bra	bra		I	L	Braj
brb			I	L	Lave
brc			I	L	Berbice Creole Dutch
brd			I	L	Baraamu
bre	bre	br	I	L	Breton
brf			I	L	Bera
brg			I	L	Baure
brh			I	L	Brahui
bri			I	L	Mokpwe
brj			I	L	Bieria
brk			I	E	Birked
brl			I	L	Birwa
brm			I	L	Barambu
brn			I	L	Boruca
bro			I	L	Brokkat
brp			I	L	Barapasi
brq			I	L	Breri
brr			I	L	Birao
brs			I	L	Baras
brt			I	L	Bitare
bru			I	L	Bru, Eastern
brv			I	L	Bru, Western
brw			I	L	Bellari
brx			I	L	Bodo (India)
bry			I	L	Burui
brz			I	L	Bilbil
bsa			I	L	Abinomn
bsb			I	L	Bisaya, Brunei
bsc			I	L	Bassari
bsd			I	L	Bisaya, Sarawak
bse			I	L	Wushi
bsf			I	L	Bauchi
bsg			I	L	Bashkardi
bsh			I	L	Kati
bsi			I	L	Bassossi
bsj			I	L	Bangwinji
bsk			I	L	Burushaski
bsl			I	E	Basa-Gumna
